timestamp,zone,demand_type,demand_mw
2025-01-01 00:00:00,punta_arenas_1,electricity,28.61178125
2025-01-01 01:00:00,punta_arenas_1,electricity,27.861515625
2025-01-01 02:00:00,punta_arenas_1,electricity,26.104046875
2025-01-01 03:00:00,punta_arenas_1,electricity,23.83128125
2025-01-01 04:00:00,punta_arenas_1,electricity,21.9120625
2025-01-01 05:00:00,punta_arenas_1,electricity,20.408828125
2025-01-01 06:00:00,punta_arenas_1,electricity,18.348296875
2025-01-01 07:00:00,punta_arenas_1,electricity,18.565390625
2025-01-01 08:00:00,punta_arenas_1,electricity,18.607
2025-01-01 09:00:00,punta_arenas_1,electricity,19.0760625
2025-01-01 10:00:00,punta_arenas_1,electricity,20.253140625
2025-01-01 11:00:00,punta_arenas_1,electricity,21.789375
2025-01-01 12:00:00,punta_arenas_1,electricity,23.116953125
2025-01-01 13:00:00,punta_arenas_1,electricity,23.374671875
2025-01-01 14:00:00,punta_arenas_1,electricity,23.621875
2025-01-01 15:00:00,punta_arenas_1,electricity,23.864171875
2025-01-01 16:00:00,punta_arenas_1,electricity,23.296296875
2025-01-01 17:00:00,punta_arenas_1,electricity,22.399921875
2025-01-01 18:00:00,punta_arenas_1,electricity,22.42853125
2025-01-01 19:00:00,punta_arenas_1,electricity,23.135875
2025-01-01 20:00:00,punta_arenas_1,electricity,23.65721875
2025-01-01 21:00:00,punta_arenas_1,electricity,25.131125
2025-01-01 22:00:00,punta_arenas_1,electricity,28.0764375
2025-01-01 23:00:00,punta_arenas_1,electricity,31.24388610839844
2025-01-02 00:00:00,punta_arenas_1,electricity,29.08146228027344
2025-01-02 01:00:00,punta_arenas_1,electricity,25.927666748046867
2025-01-02 02:00:00,punta_arenas_1,electricity,23.56259619140625
2025-01-02 03:00:00,punta_arenas_1,electricity,22.0883896484375
2025-01-02 04:00:00,punta_arenas_1,electricity,20.5373603515625
2025-01-02 05:00:00,punta_arenas_1,electricity,19.51739453125
2025-01-02 06:00:00,punta_arenas_1,electricity,19.118904296875
2025-01-02 07:00:00,punta_arenas_1,electricity,21.1115830078125
2025-01-02 08:00:00,punta_arenas_1,electricity,25.3162646484375
2025-01-02 09:00:00,punta_arenas_1,electricity,29.0630341796875
2025-01-02 10:00:00,punta_arenas_1,electricity,31.7990732421875
2025-01-02 11:00:00,punta_arenas_1,electricity,33.90319140625
2025-01-02 12:00:00,punta_arenas_1,electricity,34.1589609375
2025-01-02 13:00:00,punta_arenas_1,electricity,35.1561875
2025-01-02 14:00:00,punta_arenas_1,electricity,34.485107421875
2025-01-02 15:00:00,punta_arenas_1,electricity,34.662953125
2025-01-02 16:00:00,punta_arenas_1,electricity,34.346779296875
2025-01-02 17:00:00,punta_arenas_1,electricity,33.235017578125
2025-01-02 18:00:00,punta_arenas_1,electricity,32.26444140625
2025-01-02 19:00:00,punta_arenas_1,electricity,32.211703125
2025-01-02 20:00:00,punta_arenas_1,electricity,31.7709296875
2025-01-02 21:00:00,punta_arenas_1,electricity,31.2496171875
2025-01-02 22:00:00,punta_arenas_1,electricity,32.3666328125
2025-01-02 23:00:00,punta_arenas_1,electricity,32.57700390625
2025-01-03 00:00:00,punta_arenas_1,electricity,29.31769921875
2025-01-03 01:00:00,punta_arenas_1,electricity,26.215890625
2025-01-03 02:00:00,punta_arenas_1,electricity,24.04918359375
2025-01-03 03:00:00,punta_arenas_1,electricity,23.004765625
2025-01-03 04:00:00,punta_arenas_1,electricity,22.1942421875
2025-01-03 05:00:00,punta_arenas_1,electricity,20.56401171875
2025-01-03 06:00:00,punta_arenas_1,electricity,19.49637109375
2025-01-03 07:00:00,punta_arenas_1,electricity,22.63359375
2025-01-03 08:00:00,punta_arenas_1,electricity,27.00433984375
2025-01-03 09:00:00,punta_arenas_1,electricity,30.85897265625
2025-01-03 10:00:00,punta_arenas_1,electricity,32.8131328125
2025-01-03 11:00:00,punta_arenas_1,electricity,35.7642734375
2025-01-03 12:00:00,punta_arenas_1,electricity,37.8941875
2025-01-03 13:00:00,punta_arenas_1,electricity,38.842734375
2025-01-03 14:00:00,punta_arenas_1,electricity,38.7358046875
2025-01-03 15:00:00,punta_arenas_1,electricity,38.4755390625
2025-01-03 16:00:00,punta_arenas_1,electricity,37.7718515625
2025-01-03 17:00:00,punta_arenas_1,electricity,36.2892734375
2025-01-03 18:00:00,punta_arenas_1,electricity,35.979546875
2025-01-03 19:00:00,punta_arenas_1,electricity,34.214546875
2025-01-03 20:00:00,punta_arenas_1,electricity,32.7633203125
2025-01-03 21:00:00,punta_arenas_1,electricity,31.9139453125
2025-01-03 22:00:00,punta_arenas_1,electricity,32.3503125
2025-01-03 23:00:00,punta_arenas_1,electricity,33.35065625
2025-01-04 00:00:00,punta_arenas_1,electricity,29.835390625
2025-01-04 01:00:00,punta_arenas_1,electricity,26.9745390625
2025-01-04 02:00:00,punta_arenas_1,electricity,24.5770234375
2025-01-04 03:00:00,punta_arenas_1,electricity,24.101734375
2025-01-04 04:00:00,punta_arenas_1,electricity,22.483046875
2025-01-04 05:00:00,punta_arenas_1,electricity,20.70621875
2025-01-04 06:00:00,punta_arenas_1,electricity,20.5391796875
2025-01-04 07:00:00,punta_arenas_1,electricity,23.0828203125
2025-01-04 08:00:00,punta_arenas_1,electricity,27.3574609375
2025-01-04 09:00:00,punta_arenas_1,electricity,31.515859375
2025-01-04 10:00:00,punta_arenas_1,electricity,35.610515625
2025-01-04 11:00:00,punta_arenas_1,electricity,37.5535625
2025-01-04 12:00:00,punta_arenas_1,electricity,38.1504609375
2025-01-04 13:00:00,punta_arenas_1,electricity,39.328671875
2025-01-04 14:00:00,punta_arenas_1,electricity,38.0742421875
2025-01-04 15:00:00,punta_arenas_1,electricity,38.526453125
2025-01-04 16:00:00,punta_arenas_1,electricity,38.3721640625
2025-01-04 17:00:00,punta_arenas_1,electricity,37.7608125
2025-01-04 18:00:00,punta_arenas_1,electricity,36.933234375
2025-01-04 19:00:00,punta_arenas_1,electricity,37.34949621582031
2025-01-04 20:00:00,punta_arenas_1,electricity,36.32831726074219
2025-01-04 21:00:00,punta_arenas_1,electricity,34.17271875
2025-01-04 22:00:00,punta_arenas_1,electricity,35.107873046875
2025-01-04 23:00:00,punta_arenas_1,electricity,34.80843359375
2025-01-05 00:00:00,punta_arenas_1,electricity,30.7033828125
2025-01-05 01:00:00,punta_arenas_1,electricity,26.93468359375
2025-01-05 02:00:00,punta_arenas_1,electricity,24.3770400390625
2025-01-05 03:00:00,punta_arenas_1,electricity,23.047447265625
2025-01-05 04:00:00,punta_arenas_1,electricity,22.409271484375
2025-01-05 05:00:00,punta_arenas_1,electricity,21.78286328125
2025-01-05 06:00:00,punta_arenas_1,electricity,20.77948828125
2025-01-05 07:00:00,punta_arenas_1,electricity,23.849287109375
2025-01-05 08:00:00,punta_arenas_1,electricity,27.78101953125
2025-01-05 09:00:00,punta_arenas_1,electricity,31.99907421875
2025-01-05 10:00:00,punta_arenas_1,electricity,34.201267578125
2025-01-05 11:00:00,punta_arenas_1,electricity,34.8877890625
2025-01-05 12:00:00,punta_arenas_1,electricity,35.34533984375
2025-01-05 13:00:00,punta_arenas_1,electricity,35.7558671875
2025-01-05 14:00:00,punta_arenas_1,electricity,35.37130859375
2025-01-05 15:00:00,punta_arenas_1,electricity,34.97296484375
2025-01-05 16:00:00,punta_arenas_1,electricity,34.7309375
2025-01-05 17:00:00,punta_arenas_1,electricity,33.889390625
2025-01-05 18:00:00,punta_arenas_1,electricity,32.5661875
2025-01-05 19:00:00,punta_arenas_1,electricity,31.93377734375
2025-01-05 20:00:00,punta_arenas_1,electricity,31.7105
2025-01-05 21:00:00,punta_arenas_1,electricity,31.28124609375
2025-01-05 22:00:00,punta_arenas_1,electricity,31.35264453125
2025-01-05 23:00:00,punta_arenas_1,electricity,32.4170546875
2025-01-06 00:00:00,punta_arenas_1,electricity,30.0279921875
2025-01-06 01:00:00,punta_arenas_1,electricity,27.0476328125
2025-01-06 02:00:00,punta_arenas_1,electricity,24.3976640625
2025-01-06 03:00:00,punta_arenas_1,electricity,23.19984375
2025-01-06 04:00:00,punta_arenas_1,electricity,22.74196875
2025-01-06 05:00:00,punta_arenas_1,electricity,21.026203125
2025-01-06 06:00:00,punta_arenas_1,electricity,18.9022890625
2025-01-06 07:00:00,punta_arenas_1,electricity,19.8682265625
2025-01-06 08:00:00,punta_arenas_1,electricity,22.0565625
2025-01-06 09:00:00,punta_arenas_1,electricity,24.711328125
2025-01-06 10:00:00,punta_arenas_1,electricity,27.6733359375
2025-01-06 11:00:00,punta_arenas_1,electricity,29.8109921875
2025-01-06 12:00:00,punta_arenas_1,electricity,30.3754765625
2025-01-06 13:00:00,punta_arenas_1,electricity,31.233640625
2025-01-06 14:00:00,punta_arenas_1,electricity,32.42128125
2025-01-06 15:00:00,punta_arenas_1,electricity,32.1576015625
2025-01-06 16:00:00,punta_arenas_1,electricity,31.6013515625
2025-01-06 17:00:00,punta_arenas_1,electricity,30.8498125
2025-01-06 18:00:00,punta_arenas_1,electricity,30.89171875
2025-01-06 19:00:00,punta_arenas_1,electricity,31.322796875
2025-01-06 20:00:00,punta_arenas_1,electricity,31.053859375
2025-01-06 21:00:00,punta_arenas_1,electricity,30.5651328125
2025-01-06 22:00:00,punta_arenas_1,electricity,31.4314296875
2025-01-06 23:00:00,punta_arenas_1,electricity,32.494109375
2025-01-07 00:00:00,punta_arenas_1,electricity,29.71896875
2025-01-07 01:00:00,punta_arenas_1,electricity,26.3578671875
2025-01-07 02:00:00,punta_arenas_1,electricity,24.21365625
2025-01-07 03:00:00,punta_arenas_1,electricity,22.0385625
2025-01-07 04:00:00,punta_arenas_1,electricity,21.073625
2025-01-07 05:00:00,punta_arenas_1,electricity,19.718328125
2025-01-07 06:00:00,punta_arenas_1,electricity,18.0874375
2025-01-07 07:00:00,punta_arenas_1,electricity,18.14021875
2025-01-07 08:00:00,punta_arenas_1,electricity,18.864953125
2025-01-07 09:00:00,punta_arenas_1,electricity,21.2049375
2025-01-07 10:00:00,punta_arenas_1,electricity,23.32153125
2025-01-07 11:00:00,punta_arenas_1,electricity,25.500890625
2025-01-07 12:00:00,punta_arenas_1,electricity,26.95065625
2025-01-07 13:00:00,punta_arenas_1,electricity,28.258484375
2025-01-07 14:00:00,punta_arenas_1,electricity,28.526328125
2025-01-07 15:00:00,punta_arenas_1,electricity,27.818625
2025-01-07 16:00:00,punta_arenas_1,electricity,27.388109375
2025-01-07 17:00:00,punta_arenas_1,electricity,27.14234375
2025-01-07 18:00:00,punta_arenas_1,electricity,27.424375
2025-01-07 19:00:00,punta_arenas_1,electricity,27.7931875
2025-01-07 20:00:00,punta_arenas_1,electricity,28.888109375
2025-01-07 21:00:00,punta_arenas_1,electricity,29.682515625
2025-01-07 22:00:00,punta_arenas_1,electricity,30.24771875
2025-01-07 23:00:00,punta_arenas_1,electricity,30.629265625
2025-01-08 00:00:00,punta_arenas_1,electricity,27.802125
2025-01-08 01:00:00,punta_arenas_1,electricity,24.600546875
2025-01-08 02:00:00,punta_arenas_1,electricity,22.338359375
2025-01-08 03:00:00,punta_arenas_1,electricity,20.647703125
2025-01-08 04:00:00,punta_arenas_1,electricity,19.975078125
2025-01-08 05:00:00,punta_arenas_1,electricity,19.46525
2025-01-08 06:00:00,punta_arenas_1,electricity,18.847265625
2025-01-08 07:00:00,punta_arenas_1,electricity,21.371375
2025-01-08 08:00:00,punta_arenas_1,electricity,24.846515625
2025-01-08 09:00:00,punta_arenas_1,electricity,29.22328125
2025-01-08 10:00:00,punta_arenas_1,electricity,31.917375
2025-01-08 11:00:00,punta_arenas_1,electricity,33.53246875
2025-01-08 12:00:00,punta_arenas_1,electricity,36.318265625
2025-01-08 13:00:00,punta_arenas_1,electricity,36.364140625
2025-01-08 14:00:00,punta_arenas_1,electricity,35.91528125
2025-01-08 15:00:00,punta_arenas_1,electricity,35.7354375
2025-01-08 16:00:00,punta_arenas_1,electricity,35.120671875
2025-01-08 17:00:00,punta_arenas_1,electricity,34.6023125
2025-01-08 18:00:00,punta_arenas_1,electricity,33.960109375
2025-01-08 19:00:00,punta_arenas_1,electricity,33.163171875
2025-01-08 20:00:00,punta_arenas_1,electricity,32.278765625
2025-01-08 21:00:00,punta_arenas_1,electricity,31.933765625
2025-01-08 22:00:00,punta_arenas_1,electricity,32.645359375
2025-01-08 23:00:00,punta_arenas_1,electricity,33.140421875
2025-01-09 00:00:00,punta_arenas_1,electricity,28.803828125
2025-01-09 01:00:00,punta_arenas_1,electricity,25.131546875
2025-01-09 02:00:00,punta_arenas_1,electricity,22.2033125
2025-01-09 03:00:00,punta_arenas_1,electricity,20.886078125
2025-01-09 04:00:00,punta_arenas_1,electricity,20.24903125
2025-01-09 05:00:00,punta_arenas_1,electricity,19.180484375
2025-01-09 06:00:00,punta_arenas_1,electricity,19.26559375
2025-01-09 07:00:00,punta_arenas_1,electricity,21.894515625
2025-01-09 08:00:00,punta_arenas_1,electricity,25.645984375
