timestamp,zone,demand_type,demand_mw
2025-01-02 10:00,punta_arenas_centro,electricity,31.7990732421875
2025-01-02 11:00,punta_arenas_centro,electricity,33.90319140625
2025-01-02 12:00,punta_arenas_centro,electricity,34.1589609375
2025-01-02 13:00,punta_arenas_centro,electricity,35.1561875
2025-01-02 14:00,punta_arenas_centro,electricity,34.485107421875
2025-01-02 15:00,punta_arenas_centro,electricity,34.662953125
2025-01-02 16:00,punta_arenas_centro,electricity,34.346779296875
2025-01-02 17:00,punta_arenas_centro,electricity,33.235017578125
2025-01-02 18:00,punta_arenas_centro,electricity,32.26444140625
2025-01-02 19:00,punta_arenas_centro,electricity,32.211703125
2025-01-02 20:00,punta_arenas_centro,electricity,31.7709296875
2025-01-02 21:00,punta_arenas_centro,electricity,31.2496171875
2025-01-02 22:00,punta_arenas_centro,electricity,32.3666328125
2025-01-02 23:00,punta_arenas_centro,electricity,32.57700390625
2025-01-03 00:00,punta_arenas_centro,electricity,29.31769921875
2025-01-03 01:00,punta_arenas_centro,electricity,26.215890625
2025-01-03 02:00,punta_arenas_centro,electricity,24.04918359375
2025-01-03 03:00,punta_arenas_centro,electricity,23.004765625
2025-01-03 04:00,punta_arenas_centro,electricity,22.1942421875
2025-01-03 05:00,punta_arenas_centro,electricity,20.56401171875
2025-01-03 06:00,punta_arenas_centro,electricity,19.49637109375
2025-01-03 07:00,punta_arenas_centro,electricity,22.63359375
2025-01-03 08:00,punta_arenas_centro,electricity,27.00433984375
2025-01-03 09:00,punta_arenas_centro,electricity,30.85897265625
2025-01-03 10:00,punta_arenas_centro,electricity,32.8131328125
2025-01-03 11:00,punta_arenas_centro,electricity,35.7642734375
2025-01-03 12:00,punta_arenas_centro,electricity,37.8941875
2025-01-03 13:00,punta_arenas_centro,electricity,38.842734375
2025-01-03 14:00,punta_arenas_centro,electricity,38.7358046875
2025-01-03 15:00,punta_arenas_centro,electricity,38.4755390625
2025-01-03 16:00,punta_arenas_centro,electricity,37.7718515625
2025-01-03 17:00,punta_arenas_centro,electricity,36.2892734375
2025-01-03 18:00,punta_arenas_centro,electricity,35.979546875
2025-01-03 19:00,punta_arenas_centro,electricity,34.214546875
2025-01-03 20:00,punta_arenas_centro,electricity,32.7633203125
2025-01-03 21:00,punta_arenas_centro,electricity,31.9139453125
2025-01-03 22:00,punta_arenas_centro,electricity,32.3503125
2025-01-03 23:00,punta_arenas_centro,electricity,33.35065625
2025-01-04 00:00,punta_arenas_centro,electricity,29.835390625
2025-01-04 01:00,punta_arenas_centro,electricity,26.9745390625
2025-01-04 02:00,punta_arenas_centro,electricity,24.5770234375
2025-01-04 03:00,punta_arenas_centro,electricity,24.101734375
2025-01-04 04:00,punta_arenas_centro,electricity,22.483046875
2025-01-04 05:00,punta_arenas_centro,electricity,20.70621875
2025-01-04 06:00,punta_arenas_centro,electricity,20.5391796875
2025-01-04 07:00,punta_arenas_centro,electricity,23.0828203125
2025-01-04 08:00,punta_arenas_centro,electricity,27.3574609375
2025-01-04 09:00,punta_arenas_centro,electricity,31.515859375
2025-01-04 10:00,punta_arenas_centro,electricity,35.610515625
2025-01-04 11:00,punta_arenas_centro,electricity,37.5535625
2025-01-04 12:00,punta_arenas_centro,electricity,38.1504609375
2025-01-04 13:00,punta_arenas_centro,electricity,39.328671875
2025-01-04 14:00,punta_arenas_centro,electricity,38.0742421875
2025-01-04 15:00,punta_arenas_centro,electricity,38.526453125
2025-01-04 16:00,punta_arenas_centro,electricity,38.3721640625
2025-01-04 17:00,punta_arenas_centro,electricity,37.7608125
2025-01-04 18:00,punta_arenas_centro,electricity,36.933234375
2025-01-04 19:00,punta_arenas_centro,electricity,37.34949621582031
2025-01-04 20:00,punta_arenas_centro,electricity,36.32831726074219
2025-01-04 21:00,punta_arenas_centro,electricity,34.17271875
2025-01-04 22:00,punta_arenas_centro,electricity,35.107873046875
2025-01-04 23:00,punta_arenas_centro,electricity,34.80843359375
2025-01-05 00:00,punta_arenas_centro,electricity,30.7033828125
2025-01-05 01:00,punta_arenas_centro,electricity,26.93468359375
2025-01-05 02:00,punta_arenas_centro,electricity,24.3770400390625
2025-01-05 03:00,punta_arenas_centro,electricity,23.047447265625
2025-01-05 04:00,punta_arenas_centro,electricity,22.409271484375
2025-01-05 05:00,punta_arenas_centro,electricity,21.78286328125
2025-01-05 06:00,punta_arenas_centro,electricity,20.77948828125
2025-01-05 07:00,punta_arenas_centro,electricity,23.849287109375
2025-01-05 08:00,punta_arenas_centro,electricity,27.78101953125
2025-01-05 09:00,punta_arenas_centro,electricity,31.99907421875
2025-01-05 10:00,punta_arenas_centro,electricity,34.201267578125
2025-01-05 11:00,punta_arenas_centro,electricity,34.8877890625
2025-01-05 12:00,punta_arenas_centro,electricity,35.34533984375
2025-01-05 13:00,punta_arenas_centro,electricity,35.7558671875
2025-01-05 14:00,punta_arenas_centro,electricity,35.37130859375
2025-01-05 15:00,punta_arenas_centro,electricity,34.97296484375
2025-01-05 16:00,punta_arenas_centro,electricity,34.7309375
2025-01-05 17:00,punta_arenas_centro,electricity,33.889390625
2025-01-05 18:00,punta_arenas_centro,electricity,32.5661875
2025-01-05 19:00,punta_arenas_centro,electricity,31.93377734375
2025-01-05 20:00,punta_arenas_centro,electricity,31.7105
2025-01-05 21:00,punta_arenas_centro,electricity,31.28124609375
2025-01-05 22:00,punta_arenas_centro,electricity,31.35264453125
2025-01-05 23:00,punta_arenas_centro,electricity,32.4170546875
2025-01-06 00:00,punta_arenas_centro,electricity,30.0279921875
2025-01-06 01:00,punta_arenas_centro,electricity,27.0476328125
2025-01-06 02:00,punta_arenas_centro,electricity,24.3976640625
2025-01-06 03:00,punta_arenas_centro,electricity,23.19984375
2025-01-06 04:00,punta_arenas_centro,electricity,22.74196875
2025-01-06 05:00,punta_arenas_centro,electricity,21.026203125
2025-01-06 06:00,punta_arenas_centro,electricity,18.9022890625
2025-01-06 07:00,punta_arenas_centro,electricity,19.8682265625
2025-01-06 08:00,punta_arenas_centro,electricity,22.0565625
2025-01-06 09:00,punta_arenas_centro,electricity,24.711328125
2025-01-06 10:00,punta_arenas_centro,electricity,27.6733359375
2025-01-06 11:00,punta_arenas_centro,electricity,29.8109921875
2025-01-06 12:00,punta_arenas_centro,electricity,30.3754765625
2025-01-06 13:00,punta_arenas_centro,electricity,31.233640625
2025-01-06 14:00,punta_arenas_centro,electricity,32.42128125
2025-01-06 15:00,punta_arenas_centro,electricity,32.1576015625
2025-01-06 16:00,punta_arenas_centro,electricity,31.6013515625
2025-01-06 17:00,punta_arenas_centro,electricity,30.8498125
2025-01-06 18:00,punta_arenas_centro,electricity,30.89171875
2025-01-06 19:00,punta_arenas_centro,electricity,31.322796875
2025-01-06 20:00,punta_arenas_centro,electricity,31.053859375
2025-01-06 21:00,punta_arenas_centro,electricity,30.5651328125
2025-01-06 22:00,punta_arenas_centro,electricity,31.4314296875
2025-01-06 23:00,punta_arenas_centro,electricity,32.494109375
2025-01-07 00:00,punta_arenas_centro,electricity,29.71896875
2025-01-07 01:00,punta_arenas_centro,electricity,26.3578671875
2025-01-07 02:00,punta_arenas_centro,electricity,24.21365625
2025-01-07 03:00,punta_arenas_centro,electricity,22.0385625
2025-01-07 04:00,punta_arenas_centro,electricity,21.073625
2025-01-07 05:00,punta_arenas_centro,electricity,19.718328125
2025-01-07 06:00,punta_arenas_centro,electricity,18.0874375
2025-01-07 07:00,punta_arenas_centro,electricity,18.14021875
2025-01-07 08:00,punta_arenas_centro,electricity,18.864953125
2025-01-07 09:00,punta_arenas_centro,electricity,21.2049375
2025-01-07 10:00,punta_arenas_centro,electricity,23.32153125
2025-01-07 11:00,punta_arenas_centro,electricity,25.500890625
2025-01-07 12:00,punta_arenas_centro,electricity,26.95065625
2025-01-07 13:00,punta_arenas_centro,electricity,28.258484375
2025-01-07 14:00,punta_arenas_centro,electricity,28.526328125
2025-01-07 15:00,punta_arenas_centro,electricity,27.818625
2025-01-07 16:00,punta_arenas_centro,electricity,27.388109375
2025-01-07 17:00,punta_arenas_centro,electricity,27.14234375
2025-01-07 18:00,punta_arenas_centro,electricity,27.424375
2025-01-07 19:00,punta_arenas_centro,electricity,27.7931875
2025-01-07 20:00,punta_arenas_centro,electricity,28.888109375
2025-01-07 21:00,punta_arenas_centro,electricity,29.682515625
2025-01-07 22:00,punta_arenas_centro,electricity,30.24771875
2025-01-07 23:00,punta_arenas_centro,electricity,30.629265625
2025-01-08 00:00,punta_arenas_centro,electricity,27.802125
2025-01-08 01:00,punta_arenas_centro,electricity,24.600546875
2025-01-08 02:00,punta_arenas_centro,electricity,22.338359375
2025-01-08 03:00,punta_arenas_centro,electricity,20.647703125
2025-01-08 04:00,punta_arenas_centro,electricity,19.975078125
2025-01-08 05:00,punta_arenas_centro,electricity,19.46525
2025-01-08 06:00,punta_arenas_centro,electricity,18.847265625
2025-01-08 07:00,punta_arenas_centro,electricity,21.371375
2025-01-08 08:00,punta_arenas_centro,electricity,24.846515625
2025-01-08 09:00,punta_arenas_centro,electricity,29.22328125
2025-01-08 10:00,punta_arenas_centro,electricity,31.917375
2025-01-08 11:00,punta_arenas_centro,electricity,33.53246875
2025-01-08 12:00,punta_arenas_centro,electricity,36.318265625
2025-01-08 13:00,punta_arenas_centro,electricity,36.364140625
2025-01-08 14:00,punta_arenas_centro,electricity,35.91528125
2025-01-08 15:00,punta_arenas_centro,electricity,35.7354375
2025-01-08 16:00,punta_arenas_centro,electricity,35.120671875
2025-01-08 17:00,punta_arenas_centro,electricity,34.6023125
2025-01-08 18:00,punta_arenas_centro,electricity,33.960109375
2025-01-08 19:00,punta_arenas_centro,electricity,33.163171875
2025-01-08 20:00,punta_arenas_centro,electricity,32.278765625
2025-01-08 21:00,punta_arenas_centro,electricity,31.933765625
2025-01-08 22:00,punta_arenas_centro,electricity,32.645359375
2025-01-08 23:00,punta_arenas_centro,electricity,33.140421875
2025-01-09 00:00,punta_arenas_centro,electricity,28.803828125
2025-01-09 01:00,punta_arenas_centro,electricity,25.131546875
2025-01-09 02:00,punta_arenas_centro,electricity,22.2033125
2025-01-09 03:00,punta_arenas_centro,electricity,20.886078125
2025-01-09 04:00,punta_arenas_centro,electricity,20.24903125
2025-01-09 05:00,punta_arenas_centro,electricity,19.180484375
2025-01-09 06:00,punta_arenas_centro,electricity,19.26559375
2025-01-09 07:00,punta_arenas_centro,electricity,21.894515625
2025-01-09 08:00,punta_arenas_centro,electricity,25.645984375
2025-01-09 09:00,punta_arenas_centro,electricity,30.800359375
2025-01-09 10:00,punta_arenas_centro,electricity,34.12634375
2025-01-09 11:00,punta_arenas_centro,electricity,35.521875
2025-01-09 12:00,punta_arenas_centro,electricity,36.379203125
2025-01-09 13:00,punta_arenas_centro,electricity,36.870609375
2025-01-09 14:00,punta_arenas_centro,electricity,36.23934375
2025-01-09 15:00,punta_arenas_centro,electricity,36.70925
2025-01-09 16:00,punta_arenas_centro,electricity,36.36559375
2025-01-09 17:00,punta_arenas_centro,electricity,36.0375625
2025-01-09 18:00,punta_arenas_centro,electricity,35.17771875
2025-01-09 19:00,punta_arenas_centro,electricity,34.500375
2025-01-09 20:00,punta_arenas_centro,electricity,33.484875
2025-01-09 21:00,punta_arenas_centro,electricity,33.6859375
2025-01-09 22:00,punta_arenas_centro,electricity,33.518
2025-01-09 23:00,punta_arenas_centro,electricity,33.95396875
2025-01-10 00:00,punta_arenas_centro,electricity,30.483375
2025-01-10 01:00,punta_arenas_centro,electricity,26.371125
2025-01-10 02:00,punta_arenas_centro,electricity,24.24875
2025-01-10 03:00,punta_arenas_centro,electricity,22.86253125
2025-01-10 04:00,punta_arenas_centro,electricity,21.85215625
2025-01-10 05:00,punta_arenas_centro,electricity,21.552
2025-01-10 06:00,punta_arenas_centro,electricity,20.699875
2025-01-10 07:00,punta_arenas_centro,electricity,23.40765625
2025-01-10 08:00,punta_arenas_centro,electricity,27.95965625
2025-01-10 09:00,punta_arenas_centro,electricity,31.2501875
2025-01-10 10:00,punta_arenas_centro,electricity,33.1926875
2025-01-10 11:00,punta_arenas_centro,electricity,34.67265625
2025-01-10 12:00,punta_arenas_centro,electricity,34.8140625
2025-01-10 13:00,punta_arenas_centro,electricity,36.61334375
2025-01-10 14:00,punta_arenas_centro,electricity,36.10971875
2025-01-10 15:00,punta_arenas_centro,electricity,36.6348125
2025-01-10 16:00,punta_arenas_centro,electricity,35.1553125
2025-01-10 17:00,punta_arenas_centro,electricity,33.68565625
2025-01-10 18:00,punta_arenas_centro,electricity,32.8465
2025-01-10 19:00,punta_arenas_centro,electricity,32.129375
2025-01-10 20:00,punta_arenas_centro,electricity,31.0305
2025-01-10 21:00,punta_arenas_centro,electricity,30.40609375
2025-01-10 22:00,punta_arenas_centro,electricity,31.033625
2025-01-10 23:00,punta_arenas_centro,electricity,32.35303125
2025-01-11 00:00,punta_arenas_centro,electricity,29.23140625
2025-01-11 01:00,punta_arenas_centro,electricity,26.02784375
2025-01-11 02:00,punta_arenas_centro,electricity,23.71009375
2025-01-11 03:00,punta_arenas_centro,electricity,22.47528125
2025-01-11 04:00,punta_arenas_centro,electricity,21.47503125
2025-01-11 05:00,punta_arenas_centro,electricity,21.02234375
2025-01-11 06:00,punta_arenas_centro,electricity,20.77953125
2025-01-11 07:00,punta_arenas_centro,electricity,24.7395625
2025-01-11 08:00,punta_arenas_centro,electricity,27.91484375
2025-01-11 09:00,punta_arenas_centro,electricity,30.16403125
2025-01-11 10:00,punta_arenas_centro,electricity,32.5970625
2025-01-11 11:00,punta_arenas_centro,electricity,34.659
2025-01-11 12:00,punta_arenas_centro,electricity,35.07128125
2025-01-11 13:00,punta_arenas_centro,electricity,34.92934375
2025-01-11 14:00,punta_arenas_centro,electricity,34.6743125
2025-01-11 15:00,punta_arenas_centro,electricity,35.3989375
2025-01-11 16:00,punta_arenas_centro,electricity,35.61959375
2025-01-11 17:00,punta_arenas_centro,electricity,34.1974375
2025-01-11 18:00,punta_arenas_centro,electricity,33.229
2025-01-11 19:00,punta_arenas_centro,electricity,32.70009375
2025-01-11 20:00,punta_arenas_centro,electricity,31.91178125
2025-01-11 21:00,punta_arenas_centro,electricity,31.61584375
2025-01-11 22:00,punta_arenas_centro,electricity,32.64675
2025-01-11 23:00,punta_arenas_centro,electricity,34.21521875
2025-01-12 00:00,punta_arenas_centro,electricity,30.3881875
2025-01-12 01:00,punta_arenas_centro,electricity,27.05921875
2025-01-12 02:00,punta_arenas_centro,electricity,24.87103125
2025-01-12 03:00,punta_arenas_centro,electricity,23.312
2025-01-12 04:00,punta_arenas_centro,electricity,22.3243125
2025-01-12 05:00,punta_arenas_centro,electricity,21.82090625
2025-01-12 06:00,punta_arenas_centro,electricity,21.6923125
2025-01-12 07:00,punta_arenas_centro,electricity,24.73096875
2025-01-12 08:00,punta_arenas_centro,electricity,27.70203125
2025-01-12 09:00,punta_arenas_centro,electricity,30.8485
2025-01-12 10:00,punta_arenas_centro,electricity,33.35978125
2025-01-12 11:00,punta_arenas_centro,electricity,35.0895
2025-01-12 12:00,punta_arenas_centro,electricity,36.01203125
2025-01-12 13:00,punta_arenas_centro,electricity,35.71521875
2025-01-12 14:00,punta_arenas_centro,electricity,35.39196875
2025-01-12 15:00,punta_arenas_centro,electricity,35.9715
2025-01-12 16:00,punta_arenas_centro,electricity,35.05246875
2025-01-12 17:00,punta_arenas_centro,electricity,33.9865
2025-01-12 18:00,punta_arenas_centro,electricity,33.11715625
2025-01-12 19:00,punta_arenas_centro,electricity,32.517875
2025-01-12 20:00,punta_arenas_centro,electricity,31.3795
2025-01-12 21:00,punta_arenas_centro,electricity,30.7435
2025-01-12 22:00,punta_arenas_centro,electricity,32.35528125
2025-01-12 23:00,punta_arenas_centro,electricity,33.21590625
2025-01-13 00:00,punta_arenas_centro,electricity,31.232125
2025-01-13 01:00,punta_arenas_centro,electricity,28.18278125
2025-01-13 02:00,punta_arenas_centro,electricity,25.961875
2025-01-13 03:00,punta_arenas_centro,electricity,25.16771875
2025-01-13 04:00,punta_arenas_centro,electricity,23.72771875
2025-01-13 05:00,punta_arenas_centro,electricity,23.11684375
2025-01-13 06:00,punta_arenas_centro,electricity,20.53265625
2025-01-13 07:00,punta_arenas_centro,electricity,20.80353125
2025-01-13 08:00,punta_arenas_centro,electricity,21.4065
2025-01-13 09:00,punta_arenas_centro,electricity,24.92065625
2025-01-13 10:00,punta_arenas_centro,electricity,28.33003125
2025-01-13 11:00,punta_arenas_centro,electricity,30.8025
2025-01-13 12:00,punta_arenas_centro,electricity,33.28928125
2025-01-13 13:00,punta_arenas_centro,electricity,33.030875
2025-01-13 14:00,punta_arenas_centro,electricity,32.8825625
2025-01-13 15:00,punta_arenas_centro,electricity,32.3874375
2025-01-13 16:00,punta_arenas_centro,electricity,30.759625
2025-01-13 17:00,punta_arenas_centro,electricity,29.7018125
2025-01-13 18:00,punta_arenas_centro,electricity,29.250625
2025-01-13 19:00,punta_arenas_centro,electricity,29.361375
2025-01-13 20:00,punta_arenas_centro,electricity,28.89190625
2025-01-13 21:00,punta_arenas_centro,electricity,28.6204375
2025-01-13 22:00,punta_arenas_centro,electricity,29.3421875
2025-01-13 23:00,punta_arenas_centro,electricity,30.53278125
2025-01-14 00:00,punta_arenas_centro,electricity,28.3009375
2025-01-14 01:00,punta_arenas_centro,electricity,25.995083984375
2025-01-14 02:00,punta_arenas_centro,electricity,23.9447392578125
2025-01-14 03:00,punta_arenas_centro,electricity,22.89221435546875
2025-01-14 04:00,punta_arenas_centro,electricity,21.60155126953125
2025-01-14 05:00,punta_arenas_centro,electricity,19.747828125
2025-01-14 06:00,punta_arenas_centro,electricity,17.530111328125
2025-01-14 07:00,punta_arenas_centro,electricity,18.00125
2025-01-14 08:00,punta_arenas_centro,electricity,19.166771484375
2025-01-14 09:00,punta_arenas_centro,electricity,21.0479248046875
2025-01-14 10:00,punta_arenas_centro,electricity,24.031158203125
2025-01-14 11:00,punta_arenas_centro,electricity,27.4872578125
2025-01-14 12:00,punta_arenas_centro,electricity,29.291138671875
2025-01-14 13:00,punta_arenas_centro,electricity,31.160845703125
2025-01-14 14:00,punta_arenas_centro,electricity,31.32155859375
2025-01-14 15:00,punta_arenas_centro,electricity,31.10384375
2025-01-14 16:00,punta_arenas_centro,electricity,30.31198046875
2025-01-14 17:00,punta_arenas_centro,electricity,30.02838671875
2025-01-14 18:00,punta_arenas_centro,electricity,29.44210546875
2025-01-14 19:00,punta_arenas_centro,electricity,29.4109453125
2025-01-14 20:00,punta_arenas_centro,electricity,29.643796875
2025-01-14 21:00,punta_arenas_centro,electricity,30.0192734375
2025-01-14 22:00,punta_arenas_centro,electricity,31.8303828125
2025-01-14 23:00,punta_arenas_centro,electricity,32.010125
2025-01-15 00:00,punta_arenas_centro,electricity,28.59565625
2025-01-15 01:00,punta_arenas_centro,electricity,24.91705859375
2025-01-15 02:00,punta_arenas_centro,electricity,22.01358203125
2025-01-15 03:00,punta_arenas_centro,electricity,21.347
2025-01-15 04:00,punta_arenas_centro,electricity,20.2825078125
2025-01-15 05:00,punta_arenas_centro,electricity,19.486484375
2025-01-15 06:00,punta_arenas_centro,electricity,18.58765625
2025-01-15 07:00,punta_arenas_centro,electricity,21.8043671875
2025-01-15 08:00,punta_arenas_centro,electricity,25.5821953125
2025-01-15 09:00,punta_arenas_centro,electricity,29.8151328125
2025-01-15 10:00,punta_arenas_centro,electricity,32.8785859375
2025-01-15 11:00,punta_arenas_centro,electricity,34.57675
2025-01-15 12:00,punta_arenas_centro,electricity,35.227203125
2025-01-15 13:00,punta_arenas_centro,electricity,35.768015625
2025-01-15 14:00,punta_arenas_centro,electricity,34.9007421875
2025-01-15 15:00,punta_arenas_centro,electricity,34.90953125
2025-01-15 16:00,punta_arenas_centro,electricity,33.9790625
2025-01-15 17:00,punta_arenas_centro,electricity,33.2558828125
2025-01-15 18:00,punta_arenas_centro,electricity,32.617125
2025-01-15 19:00,punta_arenas_centro,electricity,32.332875
2025-01-15 20:00,punta_arenas_centro,electricity,31.60190625
2025-01-15 21:00,punta_arenas_centro,electricity,30.88559375
2025-01-15 22:00,punta_arenas_centro,electricity,32.2374375
2025-01-15 23:00,punta_arenas_centro,electricity,31.9772265625
2025-01-16 00:00,punta_arenas_centro,electricity,28.81953125
2025-01-16 01:00,punta_arenas_centro,electricity,25.396078125
2025-01-16 02:00,punta_arenas_centro,electricity,23.027421875
2025-01-16 03:00,punta_arenas_centro,electricity,21.8513359375
2025-01-16 04:00,punta_arenas_centro,electricity,21.30921875
2025-01-16 05:00,punta_arenas_centro,electricity,21.691265625
2025-01-16 06:00,punta_arenas_centro,electricity,21.156140625
2025-01-16 07:00,punta_arenas_centro,electricity,23.89559375
2025-01-16 08:00,punta_arenas_centro,electricity,27.97090625
2025-01-16 09:00,punta_arenas_centro,electricity,32.12834375
2025-01-16 10:00,punta_arenas_centro,electricity,35.0043125
2025-01-16 11:00,punta_arenas_centro,electricity,36.59409375
2025-01-16 12:00,punta_arenas_centro,electricity,38.644
2025-01-16 13:00,punta_arenas_centro,electricity,39.6788125
2025-01-16 14:00,punta_arenas_centro,electricity,38.964296875
2025-01-16 15:00,punta_arenas_centro,electricity,39.276140625
2025-01-16 16:00,punta_arenas_centro,electricity,38.00246875
2025-01-16 17:00,punta_arenas_centro,electricity,36.279375
2025-01-16 18:00,punta_arenas_centro,electricity,33.283390625
2025-01-16 19:00,punta_arenas_centro,electricity,32.78696875
2025-01-16 20:00,punta_arenas_centro,electricity,32.02078125
2025-01-16 21:00,punta_arenas_centro,electricity,31.2855625
2025-01-16 22:00,punta_arenas_centro,electricity,32.76340625
2025-01-16 23:00,punta_arenas_centro,electricity,33.8910625
2025-01-17 00:00,punta_arenas_centro,electricity,30.81734375
2025-01-17 01:00,punta_arenas_centro,electricity,27.535015625
2025-01-17 02:00,punta_arenas_centro,electricity,25.6995
2025-01-17 03:00,punta_arenas_centro,electricity,23.6586875
2025-01-17 04:00,punta_arenas_centro,electricity,21.96478125
2025-01-17 05:00,punta_arenas_centro,electricity,21.273609375
2025-01-17 06:00,punta_arenas_centro,electricity,20.5144375
2025-01-17 07:00,punta_arenas_centro,electricity,22.84846875
2025-01-17 08:00,punta_arenas_centro,electricity,26.866109375
2025-01-17 09:00,punta_arenas_centro,electricity,30.798484375
2025-01-17 10:00,punta_arenas_centro,electricity,33.271421875
2025-01-17 11:00,punta_arenas_centro,electricity,34.94078125
2025-01-17 12:00,punta_arenas_centro,electricity,35.38065625
2025-01-17 13:00,punta_arenas_centro,electricity,35.67925
2025-01-17 14:00,punta_arenas_centro,electricity,35.072265625
2025-01-17 15:00,punta_arenas_centro,electricity,35.663015625
2025-01-17 16:00,punta_arenas_centro,electricity,35.362328125
2025-01-17 17:00,punta_arenas_centro,electricity,35.010109375
2025-01-17 18:00,punta_arenas_centro,electricity,32.521875
2025-01-17 19:00,punta_arenas_centro,electricity,31.404921875
2025-01-17 20:00,punta_arenas_centro,electricity,30.436109375
2025-01-17 21:00,punta_arenas_centro,electricity,29.771890625
2025-01-17 22:00,punta_arenas_centro,electricity,31.525671875
2025-01-17 23:00,punta_arenas_centro,electricity,32.376046875
2025-01-18 00:00,punta_arenas_centro,electricity,28.426921875
2025-01-18 01:00,punta_arenas_centro,electricity,25.375234375
2025-01-18 02:00,punta_arenas_centro,electricity,22.902640625
2025-01-18 03:00,punta_arenas_centro,electricity,21.537015625
2025-01-18 04:00,punta_arenas_centro,electricity,20.99384375
2025-01-18 05:00,punta_arenas_centro,electricity,20.506109375
2025-01-18 06:00,punta_arenas_centro,electricity,19.92934375
2025-01-18 07:00,punta_arenas_centro,electricity,22.40965625
2025-01-18 08:00,punta_arenas_centro,electricity,26.7925625
2025-01-18 09:00,punta_arenas_centro,electricity,32.57184375
2025-01-18 10:00,punta_arenas_centro,electricity,35.10446875
2025-01-18 11:00,punta_arenas_centro,electricity,36.56815625
2025-01-18 12:00,punta_arenas_centro,electricity,37.06246875
2025-01-18 13:00,punta_arenas_centro,electricity,37.63503125
2025-01-18 14:00,punta_arenas_centro,electricity,36.48621875
2025-01-18 15:00,punta_arenas_centro,electricity,36.6488125
2025-01-18 16:00,punta_arenas_centro,electricity,36.01834375
2025-01-18 17:00,punta_arenas_centro,electricity,35.09125
2025-01-18 18:00,punta_arenas_centro,electricity,33.77453125
2025-01-18 19:00,punta_arenas_centro,electricity,32.132125
2025-01-18 20:00,punta_arenas_centro,electricity,32.2705625
2025-01-18 21:00,punta_arenas_centro,electricity,32.09115625
2025-01-18 22:00,punta_arenas_centro,electricity,33.881375
2025-01-18 23:00,punta_arenas_centro,electricity,32.4946875
2025-01-19 00:00,punta_arenas_centro,electricity,29.539625
2025-01-19 01:00,punta_arenas_centro,electricity,26.48471875
2025-01-19 02:00,punta_arenas_centro,electricity,23.97775
2025-01-19 03:00,punta_arenas_centro,electricity,23.1506875
2025-01-19 04:00,punta_arenas_centro,electricity,22.06103125
2025-01-19 05:00,punta_arenas_centro,electricity,20.65515625
2025-01-19 06:00,punta_arenas_centro,electricity,19.54165625
2025-01-19 07:00,punta_arenas_centro,electricity,21.95184375
2025-01-19 08:00,punta_arenas_centro,electricity,25.931875
2025-01-19 09:00,punta_arenas_centro,electricity,31.17096875
2025-01-19 10:00,punta_arenas_centro,electricity,35.28640625
2025-01-19 11:00,punta_arenas_centro,electricity,36.888875
2025-01-19 12:00,punta_arenas_centro,electricity,37.2095
2025-01-19 13:00,punta_arenas_centro,electricity,37.517125
2025-01-19 14:00,punta_arenas_centro,electricity,36.70703125
2025-01-19 15:00,punta_arenas_centro,electricity,36.306125
